Game,Flavor Text
black,They are kind but can be relentless when defending territory. They challenge foes with tusks that can cut steel.
white,Their sturdy tusks will stay sharp even if used to cut steel beams. These Pokémon are covered in hard armor.
black-2,"Its tusks are incredibly destructive. They can easily slice through a thick, sturdy steel column every time."
white-2,"Its tusks are incredibly destructive. They can easily slice through a thick, sturdy steel column every time."
x,They are kind but can be relentless when defending territory. They challenge foes with tusks that can cut steel.
y,Their sturdy tusks will stay sharp even if used to cut steel beams. These Pokémon are covered in hard armor.
omega-ruby,They are kind but can be relentless when defending territory. They challenge foes with tusks that can cut steel.
alpha-sapphire,Their sturdy tusks will stay sharp even if used to cut steel beams. These Pokémon are covered in hard armor.
sword,Its resilient tusks are its pride and joy. It licks up dirt to take in the minerals it needs to keep its tusks in top condition.
shield,"While usually kindhearted, it can be terrifying if angered. Tusks that can slice through steel beams are how Haxorus deals with its adversaries."
