Game,Flavor Text
black,It breathes through a hole in its tail while it burns with an internal fire. Durant is its prey.
white,"Using their very hot, flame-covered tongues, they burn through Durant’s steel bodies and consume their insides."
black-2,"It draws in air through its tail, transforms it into fire, and uses it like a tongue. It melts Durant and eats them."
white-2,"It draws in air through its tail, transforms it into fire, and uses it like a tongue. It melts Durant and eats them."
x,"Using their very hot, flame-covered tongues, they burn through Durant’s steel bodies and consume their insides."
y,"It draws in air through its tail, transforms it into fire, and uses it like a tongue. It melts Durant and eats them."
omega-ruby,"Using their very hot, flame-covered tongues, they burn through Durant’s steel bodies and consume their insides."
alpha-sapphire,"It draws in air through its tail, transforms it into fire, and uses it like a tongue. It melts Durant and eats them."
sword,"There’s a hole in its tail that allows it to draw in the air it needs to keep its fire burning. If the hole gets blocked, this Pokémon will fall ill."
shield,"A flame serves as its tongue, melting through the hard shell of Durant so that Heatmor can devour their insides."
