Game,Flavor Text
gold,"Because its wings aren't yet fully grown, it has to hop to get around. It is always star­ ing at something."
silver,"It usually forages for food on the ground but may, on rare occasions, hop onto branches to peck at shoots."
crystal,It is extremely good at climbing tree trunks and likes to eat the new sprouts on the trees.
ruby,"NATU cannot fly because its wings are not yet fully grown. If your eyes meet with this POKéMON’s eyes, it will stare back intently at you. But if you move even slightly, it will hop away to safety."
sapphire,NATU has a highly developed jumping ability. The POKéMON flaps and leaps onto tree branches that are taller than grown-up people to pick at the tree’s new shoots.
emerald,It runs up short trees that grow on the savanna to peck at new shoots. A NATU’s eyes look as if they are always observing something.
firered,"It usually forages for food on the ground but may, on rare occasions, hop onto branches to peck at shoots."
leafgreen,"Because its wings aren’t yet fully grown, it has to hop to get around. It is always staring at something."
diamond,"It picks food from cactus plants, deftly avoiding buds and spines. It seems to skip about to move."
pearl,"It picks food from cactus plants, deftly avoiding buds and spines. It seems to skip about to move."
platinum,"It picks food from cactus plants, deftly avoiding buds and spines. It seems to skip about to move."
heartgold,"Because its wings aren’t yet fully grown, it has to hop to get around. It is always staring at something."
soulsilver,"It usually forages for food on the ground but may, on rare occasions, hop onto branches to peck at shoots."
black,"It picks food from cactus plants, deftly avoiding buds and spines. It seems to skip about to move."
white,"It picks food from cactus plants, deftly avoiding buds and spines. It seems to skip about to move."
black-2,"It picks food from cactus plants, deftly avoiding buds and spines. It seems to skip about to move."
white-2,"It picks food from cactus plants, deftly avoiding buds and spines. It seems to skip about to move."
x,"Because its wings aren’t yet fully grown, it has to hop to get around. It is always staring at something."
y,"It usually forages for food on the ground but may, on rare occasions, hop onto branches to peck at shoots."
omega-ruby,"Natu cannot fly because its wings are not yet fully grown. If your eyes meet with this Pokémon’s eyes, it will stare back intently at you. But if you move even slightly, it will hop away to safety."
alpha-sapphire,Natu has a highly developed jumping ability. The Pokémon flaps and leaps onto tree branches that are taller than grown-up people to pick at the tree’s new shoots.
ultra-sun,"Although it still can’t fly, its jumping power is outstanding. It jumps way up into trees and plucks the buds from the branches."
ultra-moon,"The look in its eyes gives the impression that it’s carefully observing you. If you approach it, Natu will hop away."
sword,It is extremely good at climbing tree trunks and likes to eat the new sprouts on the trees.
shield,"Because its wings aren’t yet fully grown, it has to hop to get around. It is always staring at something."
