Game,Flavor Text
black,They use their tusks to crush the berries they eat. Repeated regrowth makes their tusks strong and sharp.
white,"They mark their territory by leaving gashes in trees with their tusks. If a tusk breaks, a new one grows in quickly."
black-2,"Its large tusks have a tendency to break, but each time they grow back, they grow in harder and sturdier."
white-2,"Its large tusks have a tendency to break, but each time they grow back, they grow in harder and sturdier."
x,They use their tusks to crush the berries they eat. Repeated regrowth makes their tusks strong and sharp.
y,"They mark their territory by leaving gashes in trees with their tusks. If a tusk breaks, a new one grows in quickly."
omega-ruby,They use their tusks to crush the berries they eat. Repeated regrowth makes their tusks strong and sharp.
alpha-sapphire,"They mark their territory by leaving gashes in trees with their tusks. If a tusk breaks, a new one grows in quickly."
sword,These Pokémon nest in the ground and use their tusks to crush hard berries. Crushing berries is also how they test each other’s strength.
shield,"They play with each other by knocking their large tusks together. Their tusks break sometimes, but they grow back so quickly that it isn’t a concern."
