Game,Flavor Text
black,"With quick movements, it chases down its foes, attacking relentlessly with its horns until it prevails."
white,"Highly aggressive, it uses the claws near its neck to dig into its opponents and poison them."
black-2,It clasps its prey with the claws on its neck until it stops moving. Then it finishes it off with deadly poison.
white-2,It clasps its prey with the claws on its neck until it stops moving. Then it finishes it off with deadly poison.
x,It clasps its prey with the claws on its neck until it stops moving. Then it finishes it off with deadly poison.
y,"With quick movements, it chases down its foes, attacking relentlessly with its horns until it prevails."
omega-ruby,It clasps its prey with the claws on its neck until it stops moving. Then it finishes it off with deadly poison.
alpha-sapphire,"With quick movements, it chases down its foes, attacking relentlessly with its horns until it prevails."
sword,Scolipede latches on to its prey with the claws on its neck before slamming them into the ground and jabbing them with its claws’ toxic spikes.
shield,"Scolipede engage in fierce territorial battles with Centiskorch. At the end of one of these battles, the victor makes a meal of the loser."
