Game,Flavor Text
diamond,The three horns that extend from its beak attest to its power. The leader has the biggest horns.
pearl,It swims as fast as a jet boat. The edges of its wings are sharp and can slice apart drifting ice.
platinum,"If anyone were to hurt its pride, it would slash them with wings that can cleave through an ice floe."
heartgold,"It avoids unnecessary disputes, but it will decimate anything that threatens its pride."
soulsilver,"It avoids unnecessary disputes, but it will decimate anything that threatens its pride."
black,"If anyone were to hurt its pride, it would slash them with wings that can cleave through an ice floe."
white,"If anyone were to hurt its pride, it would slash them with wings that can cleave through an ice floe."
black-2,"If anyone were to hurt its pride, it would slash them with wings that can cleave through an ice floe."
white-2,"If anyone were to hurt its pride, it would slash them with wings that can cleave through an ice floe."
x,It swims as fast as a jet boat. The edges of its wings are sharp and can slice apart drifting ice.
y,The three horns that extend from its beak attest to its power. The leader has the biggest horns.
omega-ruby,It swims as fast as a jet boat. The edges of its wings are sharp and can slice apart drifting ice.
alpha-sapphire,The three horns that extend from its beak attest to its power. The leader has the biggest horns.
legends-arceus,"Since ancient times, it has been revered by the people of Hisui, who call it the Master of the Waves. Its wings are a match for even master-crafted blades."
