Game,Flavor Text
gold,"Its body can't be harmed by any sort of attack, so it is very eager to make challenges against enemies."
silver,"Extremely strong, it can change the landscape. It has an insolent nature that makes it not care about others."
crystal,"In just one of its mighty hands, it has the power to make the ground shake and moun­ tains crumble."
ruby,"TYRANITAR is so overwhelmingly powerful, it can bring down a whole mountain to make its nest. This POKéMON wanders about in mountains seeking new opponents to fight."
sapphire,"TYRANITAR is so overwhelmingly powerful, it can bring down a whole mountain to make its nest. This POKéMON wanders about in mountains seeking new opponents to fight."
emerald,"A TYRANITAR is so overwhelmingly powerful, it can bring down a whole mountain to make its nest. It roams in mountains seeking new opponents to fight."
firered,"Its body can’t be harmed by any sort of attack, so it is very eager to make challenges against enemies."
leafgreen,"Its body can’t be harmed by any sort of attack, so it is very eager to make challenges against enemies."
diamond,"If it rampages, it knocks down mountains and buries rivers. Maps must be redrawn afterward."
pearl,"If it rampages, it knocks down mountains and buries rivers. Maps must be redrawn afterward."
platinum,"If it rampages, it knocks down mountains and buries rivers. Maps must be redrawn afterward."
heartgold,"Its body can’t be harmed by any sort of attack, so it is very eager to make challenges against enemies."
soulsilver,"Extremely strong, it can change the landscape. It has an insolent nature that makes it not care about others."
black,"If it rampages, it knocks down mountains and buries rivers. Maps must be redrawn afterward."
white,"If it rampages, it knocks down mountains and buries rivers. Maps must be redrawn afterward."
black-2,The quakes caused when it walks make even great mountains crumble and change the surrounding terrain.
white-2,The quakes caused when it walks make even great mountains crumble and change the surrounding terrain.
x,"In just one of its mighty hands, it has the power to make the ground shake and mountains crumble."
y,"If it rampages, it knocks down mountains and buries rivers. Maps must be redrawn afterward."
omega-ruby,"Tyranitar is so overwhelmingly powerful, it can bring down a whole mountain to make its nest. This Pokémon wanders about in mountains seeking new opponents to fight."
alpha-sapphire,"Tyranitar is so overwhelmingly powerful, it can bring down a whole mountain to make its nest. This Pokémon wanders about in mountains seeking new opponents to fight."
ultra-sun,"It wanders through the mountains seeking opponents to fight. If it finds an opponent that’s not worthy, Tyranitar ignores it and wanders on."
ultra-moon,"This Pokémon is a mobile disaster, leaving mountains crumbled and houses destroyed in its wake."
sword,"Its body can’t be harmed by any sort of attack, so it is very eager to make challenges against enemies."
shield,The quakes caused when it walks make even great mountains crumble and change the surrounding terrain.
