Game,Flavor Text
black,"When attacked, it escapes by shooting cotton from its body. The cotton serves as a decoy to distract the attacker."
white,"They go wherever the wind takes them. On rainy days, their bodies are heavier, so they take shelter beneath big trees."
black-2,"Perhaps because they feel more at ease in a group, they stick to others they find. They end up looking like a cloud."
white-2,"Perhaps because they feel more at ease in a group, they stick to others they find. They end up looking like a cloud."
x,"When attacked, it escapes by shooting cotton from its body. The cotton serves as a decoy to distract the attacker."
y,"Perhaps because they feel more at ease in a group, they stick to others they find. They end up looking like a cloud."
omega-ruby,"When attacked, it escapes by shooting cotton from its body. The cotton serves as a decoy to distract the attacker."
alpha-sapphire,"Perhaps because they feel more at ease in a group, they stick to others they find. They end up looking like a cloud."
sun,"When it finds others of its kind, they all stick together. When enough of them have collected, the mass resembles a cumulonimbus cloud."
moon,"Pillows and beds stuffed with cotton exhaled by Cottonee are soft and puffy, light and airy— altogether top quality."
ultra-sun,"To protect itself, it shoots cotton from its body. When it gets wet in the rain, its cotton grows moist and heavy, and it can’t move as well."
ultra-moon,"When attacked, it expels cotton from its body to create a diversion. The cotton it loses grows back in quickly."
sword,"It shoots cotton from its body to protect itself. If it gets caught up in hurricane-strength winds, it can get sent to the other side of the Earth."
shield,Weaving together the cotton of both Cottonee and Eldegoss produces exquisite cloth that’s highly prized by many luxury brands.
