Game,Flavor Text
ruby,"SPOINK bounces around on its tail. The shock of its bouncing makes its heart pump. As a result, this POKéMON cannot afford to stop bouncing - if it stops, its heart will stop."
sapphire,SPOINK keeps a pearl on top of its head. The pearl functions to amplify this POKéMON’s psychokinetic powers. It is therefore on a constant search for a bigger pearl.
emerald,A POKéMON that manipulates psychic power at will. It doesn’t stop bouncing even when it is asleep. It loves eating mushrooms that grow underground.
firered,It apparently dies if it stops bouncing about. It carries a pearl from CLAMPERL on its head.
leafgreen,It apparently dies if it stops bouncing about. It carries a pearl from CLAMPERL on its head.
diamond,"It bounces constantly, using its tail like a spring. The shock of bouncing keeps its heart beating."
pearl,"It bounces constantly, using its tail like a spring. The shock of bouncing keeps its heart beating."
platinum,"It bounces constantly, using its tail like a spring. The shock of bouncing keeps its heart beating."
heartgold,It bounces around on its tail to keep its heart pumping. It carries a pearl from CLAMPERL on its head.
soulsilver,It bounces around on its tail to keep its heart pumping. It carries a pearl from CLAMPERL on its head.
black,"It bounces constantly, using its tail like a spring. The shock of bouncing keeps its heart beating."
white,"It bounces constantly, using its tail like a spring. The shock of bouncing keeps its heart beating."
black-2,"Using its tail like a spring, it keeps its heart beating by bouncing constantly. If it stops, it dies."
white-2,"Using its tail like a spring, it keeps its heart beating by bouncing constantly. If it stops, it dies."
x,"It bounces constantly, using its tail like a spring. The shock of bouncing keeps its heart beating."
y,It bounces around on its tail to keep its heart pumping. It carries a pearl from Clamperl on its head.
omega-ruby,"Spoink bounces around on its tail. The shock of its bouncing makes its heart pump. As a result, this Pokémon cannot afford to stop bouncing—if it stops, its heart will stop."
alpha-sapphire,Spoink keeps a pearl on top of its head. The pearl functions to amplify this Pokémon’s psychokinetic powers. It is therefore on a constant search for a bigger pearl.
