Game,Flavor Text
ruby,"SHROOMISH live in damp soil in the dark depths of forests. They are often found keeping still under fallen leaves. This POKéMON feeds on compost that is made up of fallen, rotted leaves."
sapphire,"If SHROOMISH senses danger, it shakes its body and scatters spores from the top of its head. This POKéMON’s spores are so toxic, they make trees and weeds wilt."
emerald,"It loves to eat damp, composted soil in forests. If you enter a forest after a long rain, you can see many SHROOMISH feasting on composted soil."
firered,It prefers damp places. By day it remains still in the forest shade. It releases toxic powder from its head.
leafgreen,It prefers damp places. By day it remains still in the forest shade. It releases toxic powder from its head.
diamond,It spouts poison spores from the top of its head. These spores cause pain all over if inhaled.
pearl,It spouts poison spores from the top of its head. These spores cause pain all over if inhaled.
platinum,It spouts poison spores from the top of its head. These spores cause pain all over if inhaled.
heartgold,"If it senses danger, it scatters spores from the top of its head to protect itself."
soulsilver,"If it senses danger, it scatters spores from the top of its head to protect itself."
black,It spouts poison spores from the top of its head. These spores cause pain all over if inhaled.
white,It spouts poison spores from the top of its head. These spores cause pain all over if inhaled.
black-2,It spouts poison spores from the top of its head. These spores cause pain all over if inhaled.
white-2,It spouts poison spores from the top of its head. These spores cause pain all over if inhaled.
x,It prefers damp places. By day it remains still in the forest shade. It releases toxic powder from its head.
y,It spouts poison spores from the top of its head. These spores cause pain all over if inhaled.
omega-ruby,"Shroomish live in damp soil in the dark depths of forests. They are often found keeping still under fallen leaves. This Pokémon feeds on compost that is made up of fallen, rotted leaves."
alpha-sapphire,"If Shroomish senses danger, it shakes its body and scatters spores from the top of its head. This Pokémon’s spores are so toxic, they make trees and weeds wilt."
