Game,Flavor Text
black,Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places.
white,The combination of garbage bags and industrial waste caused the chemical reaction that created this Pokémon.
black-2,"Wanting more garbage, they follow people who litter. They always belch poison gas."
white-2,"Wanting more garbage, they follow people who litter. They always belch poison gas."
x,The combination of garbage bags and industrial waste caused the chemical reaction that created this Pokémon.
y,Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places.
omega-ruby,The combination of garbage bags and industrial waste caused the chemical reaction that created this Pokémon.
alpha-sapphire,Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places.
sun,"Unsanitary places are what they like best. They can be spotted in Alola, often with Grimer in hot pursuit."
moon,It gorges on trash until its stomach is full. Then it belches toxic gas. An unlucky whiff of gas will put a person in the hospital.
ultra-sun,Poisonous gas leaks out of it when it breathes. Muk that catch a whiff of that stench will come drooling.
ultra-moon,"If a young Pokémon or child breathes in the toxic gas that Trubbish belches out, it could be a life-threatening situation."
sword,"Its favorite places are unsanitary ones. If you leave trash lying around, you could even find one of these Pokémon living in your room."
shield,This Pokémon was born from a bag stuffed with trash. Galarian Weezing relish the fumes belched by Trubbish.
