Game,Flavor Text
red,"Almost invisible, this gaseous POKéMON cloaks the target and puts it to sleep without notice."
blue,"Almost invisible, this gaseous POKéMON cloaks the target and puts it to sleep without notice."
yellow,"Said to appear in decrepit, deserted buildings. It has no real shape as it appears to be made of a gas."
gold,"With its gas-like body, it can sneak into any place it desires. However, it can be blown away by wind."
silver,Its thin body is made of gas. It can envelop an opponent of any size and cause suffocation.
crystal,"It wraps its op­ ponent in its gas- like body, slowly weakening its prey by poisoning it through the skin."
ruby,"GASTLY is largely composed of gaseous matter. When exposed to a strong wind, the gaseous body quickly dwindles away. Groups of this POKéMON cluster under the eaves of houses to escape the ravages of wind."
sapphire,"GASTLY is largely composed of gaseous matter. When exposed to a strong wind, the gaseous body quickly dwindles away. Groups of this POKéMON cluster under the eaves of houses to escape the ravages of wind."
emerald,"When exposed to a strong wind, a GASTLY’s gaseous body quickly dwindles away. They cluster under the eaves of houses to escape the ravages of wind."
firered,A being that exists as a thin gas. It can topple an Indian elephant by enveloping the prey in two seconds.
leafgreen,"Almost invisible, this gaseous POKéMON cloaks the target and puts it to sleep without notice."
diamond,"This Pokémon’s body is 95% made up of gases, which are blown away by strong gusts of wind."
pearl,A Pokémon born from poison gases. It defeats even the largest foes by enveloping them in gas.
platinum,"Born from gases, anyone would faint if engulfed by its gaseous body, which contains poison."
heartgold,"With its gas-like body, it can sneak into any place it desires. However, it can be blown away by wind."
soulsilver,"Its body is made of gas. Despite lacking substance, it can envelop an opponent of any size and cause suffocation."
black,"Born from gases, anyone would faint if engulfed by its gaseous body, which contains poison."
white,"Born from gases, anyone would faint if engulfed by its gaseous body, which contains poison."
black-2,"Born from gases, anyone would faint if engulfed by its gaseous body, which contains poison."
white-2,"Born from gases, anyone would faint if engulfed by its gaseous body, which contains poison."
x,"Its body is made of gas. Despite lacking substance, it can envelop an opponent of any size and cause suffocation."
y,"Born from gases, anyone would faint if engulfed by its gaseous body, which contains poison."
omega-ruby,"Gastly is largely composed of gaseous matter. When exposed to a strong wind, the gaseous body quickly dwindles away. Groups of this Pokémon cluster under the eaves of houses to escape the ravages of wind."
alpha-sapphire,"Gastly is largely composed of gaseous matter. When exposed to a strong wind, the gaseous body quickly dwindles away. Groups of this Pokémon cluster under the eaves of houses to escape the ravages of wind."
sun,"Should a strange light be seen flickering in an abandoned building, Gastly is lurking there."
moon,"Although Gastly is barely visible, when it’s near, a faint sweet smell lingers."
ultra-sun,It’s said that gas emanating from a graveyard was possessed by the grievances of the deceased and thus became a Pokémon.
ultra-moon,Poisonous gas comprises 95% of its body. It’s said that the remaining 5% is made up of the souls of those who died from the gas.
lets-go-pikachu,"Said to appear in decrepit, deserted buildings. It has no real shape, as it appears to be made of a gas."
lets-go-eevee,"Said to appear in decrepit, deserted buildings. It has no real shape, as it appears to be made of a gas."
sword,"Born from gases, anyone would faint if engulfed by its gaseous body, which contains poison."
shield,"With its gas-like body, it can sneak into any place it desires. However, it can be blown away by wind."
legends-arceus,Gaseous and completely impalpable. Also highly dangerous— inhaling part of its poisonous body will cause one to faint instantly.
