Game,Flavor Text
black,"When attacked, it defends itself by closing the lid of its shell. It can spit a sticky, poisonous liquid."
white,It evolves when bathed in an electric-like energy along with Karrablast. The reason is still unknown.
black-2,"When it and Karrablast are together, and both receive electrical stimulation, they both evolve."
white-2,"When it and Karrablast are together, and both receive electrical stimulation, they both evolve."
x,"When it and Karrablast are together, and both receive electrical stimulation, they both evolve."
y,It evolves when bathed in an electric-like energy along with Karrablast. The reason is still unknown.
omega-ruby,"When it and Karrablast are together, and both receive electrical stimulation, they both evolve."
alpha-sapphire,It evolves when bathed in an electric-like energy along with Karrablast. The reason is still unknown.
sword,"When attacked, it tightly shuts the lid of its shell. This reaction fails to protect it from Karrablast, however, because they can still get into the shell."
shield,"It has a strange physiology that responds to electricity. When together with Karrablast, Shelmet evolves for some reason."
