Game,Flavor Text
ruby,BANETTE generates energy for laying strong curses by sticking pins into its own body. This POKéMON was originally a pitiful plush doll that was thrown away.
sapphire,"A cursed energy permeated the stuffing of a discarded and forgotten plush doll, giving it new life as BANETTE. The POKéMON’s energy would escape if it were to ever open its mouth."
emerald,An abandoned plush doll became this POKéMON. They are said to live in garbage dumps and wander about in search of the children that threw them away.
firered,"Strong feelings of hatred turned a puppet into a POKéMON. If it opens its mouth, its cursed energy escapes."
leafgreen,"Strong feelings of hatred turned a puppet into a POKéMON. If it opens its mouth, its cursed energy escapes."
diamond,A doll that became a Pokémon over its grudge from being junked. It seeks the child that disowned it.
pearl,A doll that became a Pokémon over its grudge from being junked. It seeks the child that disowned it.
platinum,A doll that became a Pokémon over its grudge from being junked. It seeks the child that disowned it.
heartgold,This Pokémon developed from an abandoned doll that amassed a grudge. It is seen in dark alleys.
soulsilver,This Pokémon developed from an abandoned doll that amassed a grudge. It is seen in dark alleys.
black,A doll that became a Pokémon over its grudge from being junked. It seeks the child that disowned it.
white,A doll that became a Pokémon over its grudge from being junked. It seeks the child that disowned it.
black-2,A doll that became a Pokémon over its grudge of being thrown away. It seeks the child who disowned it.
white-2,A doll that became a Pokémon over its grudge of being thrown away. It seeks the child who disowned it.
x,A doll that became a Pokémon over its grudge from being junked. It seeks the child that disowned it.
y,"Strong feelings of hatred turned a puppet into a Pokémon. If it opens its mouth, its cursed energy escapes."
omega-ruby,Banette generates energy for laying strong curses by sticking pins into its own body. This Pokémon was originally a pitiful plush doll that was thrown away.
alpha-sapphire,"A cursed energy permeated the stuffing of a discarded and forgotten plush doll, giving it new life as Banette. The Pokémon’s energy would escape if it were to ever open its mouth."
ultra-sun,"It’s a stuffed toy that was thrown away and became possessed, ever searching for the one who threw it away so it can exact its revenge."
ultra-moon,"Resentment at being cast off made it spring into being. Some say that treating it well will satisfy it, and it will once more become a stuffed toy."
