Game,Flavor Text
black,It can help in tunnel construction. Its drill has evolved into steel strong enough to bore through iron plates.
white,"More than 300 feet below the surface, they build mazelike nests. Their activity can be destructive to subway tunnels."
black-2,"Forming a drill with its steel claws and head, it can bore through a steel plate, no matter how thick it is."
white-2,"Forming a drill with its steel claws and head, it can bore through a steel plate, no matter how thick it is."
x,It can help in tunnel construction. Its drill has evolved into steel strong enough to bore through iron plates.
y,"More than 300 feet below the surface, they build mazelike nests. Their activity can be destructive to subway tunnels."
omega-ruby,It can help in tunnel construction. Its drill has evolved into steel strong enough to bore through iron plates.
alpha-sapphire,"More than 300 feet below the surface, they build mazelike nests. Their activity can be destructive to subway tunnels."
sword,It’s not uncommon for tunnels that appear to have formed naturally to actually be a result of Excadrill’s rampant digging.
shield,"Known as the Drill King, this Pokémon can tunnel through the terrain at speeds of over 90 mph."
