Game,Flavor Text
diamond,"It has a pliable body without any bones. If any part of its body is torn off, it grows right back."
pearl,It apparently had a huge shell for protection in ancient times. It lives in shallow tidal pools.
platinum,"Long ago, its entire back was shielded with a sturdy shell. There are traces of it left in its cells."
heartgold,"When its natural enemy attacks, it oozes purple fluid and escapes."
soulsilver,"When its natural enemy attacks, it oozes purple fluid and escapes."
black,"Long ago, its entire back was shielded with a sturdy shell. There are traces of it left in its cells."
white,"Long ago, its entire back was shielded with a sturdy shell. There are traces of it left in its cells."
black-2,"Long ago, its entire back was shielded with a sturdy shell. There are traces of it left in its cells."
white-2,"Long ago, its entire back was shielded with a sturdy shell. There are traces of it left in its cells."
x,"When its natural enemy attacks, it oozes purple fluid and escapes."
y,It apparently had a huge shell for protection in ancient times. It lives in shallow tidal pools.
omega-ruby,"When its natural enemy attacks, it oozes purple fluid and escapes."
alpha-sapphire,It apparently had a huge shell for protection in ancient times. It lives in shallow tidal pools.
sun,"It has strong regenerative capabilities. Even if parts of it are bitten off by fish Pokémon, it will return to normal within a few hours."
moon,"Plankton, invisible to the naked eye, is its main food source. It comes onto the land periodically, but the reason for this is not known."
ultra-sun,"Long ago, it had a shell on its back. There’s now a vestigial plate on its back that’s hard but thin."
ultra-moon,"Their shape and color change, depending on their environment and diet. There are many of them at beaches where the waves are calm."
sword,"Its search for food sometimes leads it onto land, where it leaves behind a sticky trail of slime as it passes through."
shield,"The softness of its body helps disperse the force of impacts, so although its body is uncommonly squishy, it’s also surprisingly resilient."
legends-arceus,"Eats beach sand for nourishment. Should one Gastrodon encounter another of a different color, a fierce battle will inevitably ensue."
