Game,Flavor Text
black,The mist emanating from their foreheads is packed with the dreams of people and Pokémon.
white,"With the mist from its forehead, it can create shapes of things from dreams it has eaten."
black-2,The dream mist coming from its forehead changes into many different colors depending on the dream that was eaten.
white-2,The dream mist coming from its forehead changes into many different colors depending on the dream that was eaten.
x,The mist emanating from their foreheads is packed with the dreams of people and Pokémon.
y,The dream mist coming from its forehead changes into many different colors depending on the dream that was eaten.
omega-ruby,The mist emanating from their foreheads is packed with the dreams of people and Pokémon.
alpha-sapphire,The dream mist coming from its forehead changes into many different colors depending on the dream that was eaten.
sword,"When dark mists emanate from its body, don’t get too near. If you do, your nightmares will become reality."
shield,"It drowses and dreams all the time. It’s best to leave it be if it’s just woken up, as it’s a terrible grump when freshly roused from sleep."
