Game,Flavor Text
black,Joltik that live in cities have learned a technique for sucking electricity from the outlets in houses.
white,"They attach themselves to large-bodied Pokémon and absorb static electricity, which they store in an electric pouch."
black-2,"Since it can’t generate its own electricity, it sticks onto large-bodied Pokémon and absorbs static electricity."
white-2,"Since it can’t generate its own electricity, it sticks onto large-bodied Pokémon and absorbs static electricity."
x,"Since it can’t generate its own electricity, it sticks onto large-bodied Pokémon and absorbs static electricity."
y,"They attach themselves to large-bodied Pokémon and absorb static electricity, which they store in an electric pouch."
omega-ruby,"Since it can’t generate its own electricity, it sticks onto large-bodied Pokémon and absorbs static electricity."
alpha-sapphire,"They attach themselves to large-bodied Pokémon and absorb static electricity, which they store in an electric pouch."
sword,Joltik can be found clinging to other Pokémon. It’s soaking up static electricity because it can’t produce a charge on its own.
shield,Joltik latch on to other Pokémon and suck out static electricity. They’re often found sticking to Yamper’s hindquarters.
