Game,Flavor Text
diamond,"Born on a cold seafloor, it will swim great distances to return to its birthplace."
pearl,Water makes up 80% of its body. This Pokémon is easily affected by its environment.
platinum,It is born with a wondrous power that lets it bond with any kind of Pokémon.
heartgold,It starts its life with a wondrous power that permits it to bond with any kind of Pokémon.
soulsilver,It starts its life with a wondrous power that permits it to bond with any kind of Pokémon.
black,It is born with a wondrous power that lets it bond with any kind of Pokémon.
white,It is born with a wondrous power that lets it bond with any kind of Pokémon.
black-2,It is born with a wondrous power that lets it bond with any kind of Pokémon.
white-2,It is born with a wondrous power that lets it bond with any kind of Pokémon.
x,It is born with a wondrous power that lets it bond with any kind of Pokémon.
y,It starts its life with a wondrous power that permits it to bond with any kind of Pokémon.
omega-ruby,It is born with a wondrous power that lets it bond with any kind of Pokémon.
alpha-sapphire,It starts its life with a wondrous power that permits it to bond with any kind of Pokémon.
legends-arceus,"Rumored to migrate across the oceans and visit Hisui's coastal waters only rarely. Although Manaphy resembles Phione, it is also quite different. The relation between the two is unclear."
