Game,Flavor Text
ruby,"RALTS senses the emotions of people using the horns on its head. This POKéMON rarely appears before people. But when it does, it draws closer if it senses that the person has a positive disposition."
sapphire,"RALTS has the ability to sense the emotions of people. If its TRAINER is in a cheerful mood, this POKéMON grows cheerful and joyous in the same way."
emerald,A RALTS has the power to sense the emotions of people and POKéMON with the horns on its head. It takes cover if it senses any hostility.
firered,It is highly attuned to the emotions of people and POKéMON. It hides if it senses hostility.
leafgreen,It is highly attuned to the emotions of people and POKéMON. It hides if it senses hostility.
diamond,It uses the horns on its head to sense human emotions. It is said to appear in front of cheerful people.
pearl,It uses the horns on its head to sense human emotions. It is said to appear in front of cheerful people.
platinum,"If its horns capture the warm feelings of people or Pokémon, its body warms up slightly."
heartgold,The horns on its head provide a strong power that enables it to sense people’s emotions.
soulsilver,The horns on its head provide a strong power that enables it to sense people’s emotions.
black,"If its horns capture the warm feelings of people or Pokémon, its body warms up slightly."
white,"If its horns capture the warm feelings of people or Pokémon, its body warms up slightly."
black-2,"If its horns capture the warm feelings of people or Pokémon, its body warms up slightly."
white-2,"If its horns capture the warm feelings of people or Pokémon, its body warms up slightly."
x,"If its horns capture the warm feelings of people or Pokémon, its body warms up slightly."
y,It is highly attuned to the emotions of people and Pokémon. It hides if it senses hostility.
omega-ruby,"Ralts senses the emotions of people using the horns on its head. This Pokémon rarely appears before people. But when it does, it draws closer if it senses that the person has a positive disposition."
alpha-sapphire,"Ralts has the ability to sense the emotions of people. If its Trainer is in a cheerful mood, this Pokémon grows cheerful and joyous in the same way."
sword,It is highly attuned to the emotions of people and Pokémon. It hides if it senses hostility.
shield,"If its horns capture the warm feelings of people or Pokémon, its body warms up slightly."
legends-arceus,"Tends to prefer people with a chipper disposition to those who are gloomy, but it has shown no discrimination with regard to age or gender. Needs more research."
