Game,Flavor Text
ruby,"Instead of blood, a powerful magnetic force courses throughout BELDUM’s body. This POKéMON communicates with others by sending controlled pulses of magnetism."
sapphire,"BELDUM keeps itself floating by generating a magnetic force that repels earth’s natural magnetism. When it sleeps, this POKéMON anchors itself to a cliff using the hooks on its rear."
emerald,"When BELDUM gather in a swarm, they move in perfect unison as if they were but one POKéMON. They communicate with each other using brain waves."
firered,It uses magnetic waves to converse with its kind. All the cells in its body are magnetic.
leafgreen,It uses magnetic waves to converse with its kind. All the cells in its body are magnetic.
diamond,"It converses with others by using magnetic pulses. In a swarm, they move in perfect unison."
pearl,"It converses with others by using magnetic pulses. In a swarm, they move in perfect unison."
platinum,"It converses with others by using magnetic pulses. In a swarm, they move in perfect unison."
heartgold,"The magnetic force generated by its body repels the ground’s natural magnetism, letting it float."
soulsilver,"The magnetic force generated by its body repels the ground’s natural magnetism, letting it float."
black,"It converses with others by using magnetic pulses. In a swarm, they move in perfect unison."
white,"It converses with others by using magnetic pulses. In a swarm, they move in perfect unison."
black-2,"Its cells are all magnetic, and it communicates with others by using magnetic pulses."
white-2,"Its cells are all magnetic, and it communicates with others by using magnetic pulses."
x,"The magnetic force generated by its body repels the ground’s natural magnetism, letting it float."
y,"It converses with others by using magnetic pulses. In a swarm, they move in perfect unison."
omega-ruby,"Instead of blood, a powerful magnetic force courses throughout Beldum’s body. This Pokémon communicates with others by sending controlled pulses of magnetism."
alpha-sapphire,"Beldum keeps itself floating by generating a magnetic force that repels earth’s natural magnetism. When it sleeps, this Pokémon anchors itself to a cliff using the hooks on its rear."
sun,Its cells are all magnets. It uses magnetism to communicate with others of its kind.
moon,"With magnetic traction, it pulls its opponents in close. When they’re in range, it slashes them with its rear claws."
ultra-sun,"Instead of blood, magnetism flows through its body. When it’s feeling bad, try giving it a magnet."
ultra-moon,"If you anger it, it will do more than rampage. It will also burst out strong magnetism, causing nearby machines to break."
sword,"From its rear, Beldum emits a magnetic force that rapidly pulls opponents in. They get skewered on Beldum’s sharp claws."
shield,"The cells in this Pokémon’s body are composed of magnetic material. Instead of blood, magnetic forces flow through Beldum’s body."
