Game,Flavor Text
diamond,Known as “The Being of Knowledge.” It is said that it can wipe out the memory of those who see its eyes.
pearl,It is said that its emergence gave humans the intelligence to improve their quality of life.
platinum,"When UXIE flew, people gained the ability to solve problems. It was the birth of knowledge."
heartgold,"According to some sources, this Pokémon provided people with the intelligence necessary to solve various problems."
soulsilver,"According to some sources, this Pokémon provided people with the intelligence necessary to solve various problems."
black,"When Uxie flew, people gained the ability to solve problems. It was the birth of knowledge."
white,"When Uxie flew, people gained the ability to solve problems. It was the birth of knowledge."
black-2,"When Uxie flew, people gained the ability to solve problems. It was the birth of knowledge."
white-2,"When Uxie flew, people gained the ability to solve problems. It was the birth of knowledge."
x,Known as “The Being of Knowledge.” It is said that it can wipe out the memory of those who see its eyes.
y,It is said that its emergence gave humans the intelligence to improve their quality of life.
omega-ruby,Known as “The Being of Knowledge.” It is said that it can wipe out the memory of those who see its eyes.
alpha-sapphire,It is said that its emergence gave humans the intelligence to improve their quality of life.
legends-arceus,A Pokémon feared but also respected for stealing away the memories of evildoers. I have found records that suggest Uxie holds dominion over knowledge.
