Game,Flavor Text
red,"The tentacles are normally kept short. On hunts, they are extended to ensnare and immobilize prey."
blue,"The tentacles are normally kept short. On hunts, they are extended to ensnare and immobilize prey."
yellow,Its 80 tentacles can stretch and contract freely. They wrap around prey and weaken it with poison.
gold,Its 80 tentacles absorb water and stretch almost endlessly to CON­ STRICT its prey and enemies.
silver,"In battle, it extends all 80 of its tentacles to entrap its oppo­ nent inside a poisonous net."
crystal,"When its 80 feel­ ers absorb water, it stretches to become like a net to entangle its prey."
ruby,TENTACRUEL has large red orbs on its head. The orbs glow before lashing the vicinity with a harsh ultrasonic blast. This POKéMON’s outburst creates rough waves around it.
sapphire,TENTACRUEL has tentacles that can be freely elongated and shortened at will. It ensnares prey with its tentacles and weakens the prey by dosing it with a harsh toxin. It can catch up to 80 prey at the same time.
emerald,It lives in complex rock formations on the ocean floor and traps prey using its 80 tentacles. Its red orbs glow when it grows excited or agitated.
firered,"It has 80 tentacles that move about freely. They can sting, causing poisoning and sharp, stabbing pain."
leafgreen,"The tentacles are normally kept short. On hunts, they are extended to ensnare and immobilize prey."
diamond,"With 80 tentacles for ensnaring victims, it prevents escape until the prey is weakened by poison."
pearl,It alerts others to danger by stridently flashing the red orbs on its head.
platinum,It extends its 80 tentacles to form an encircling poisonous net that is difficult to escape.
heartgold,Its 80 tentacles absorb water and stretch almost endlessly to constrict its prey and enemies.
soulsilver,"In battle, it extends all 80 of its tentacles to entrap its opponent inside a poisonous net."
black,It extends its 80 tentacles to form an encircling poisonous net that is difficult to escape.
white,It extends its 80 tentacles to form an encircling poisonous net that is difficult to escape.
black-2,It extends its 80 tentacles to form an encircling poisonous net that is difficult to escape.
white-2,It extends its 80 tentacles to form an encircling poisonous net that is difficult to escape.
x,"The tentacles are normally kept short. On hunts, they are extended to ensnare and immobilize prey."
y,"It has 80 tentacles that move about freely. They can sting, causing poisoning and sharp, stabbing pain."
omega-ruby,Tentacruel has large red orbs on its head. The orbs glow before lashing the vicinity with a harsh ultrasonic blast. This Pokémon’s outburst creates rough waves around it.
alpha-sapphire,Tentacruel has tentacles that can be freely elongated and shortened at will. It ensnares prey with its tentacles and weakens the prey by dosing it with a harsh toxin. It can catch up to 80 prey at the same time.
sun,"Normally, it has 80 poisonous tentacles. The longer one has been alive, the fewer tentacles it will have."
moon,"Although these Pokémon are rare, when a large outbreak of them occurs, all fish Pokémon disappear from the surrounding sea."
ultra-sun,"It fires off ultrasonic waves from its red orbs to weaken its prey, and then it wraps them up in its 80 tentacles."
ultra-moon,"It communicates with others of its kind by lighting up the red orbs on its head. When the orbs are blinking, it’s a warning sign."
lets-go-pikachu,Its 80 tentacles can stretch and contract freely. They wrap around prey and weaken it with poison.
lets-go-eevee,Its 80 tentacles can stretch and contract freely. They wrap around prey and weaken it with poison.
sword,"When the red orbs on Tentacruel’s head glow brightly, watch out. The Pokémon is about to fire off a burst of ultrasonic waves."
shield,"Its 80 tentacles can stretch and shrink freely. Tentacruel ensnares prey in a net of spread-out tentacles, delivering venomous stings to its catch."
legends-arceus,"It has 80 tentacles, each with a venomous tip. These tentacles are also extendible, lengthening when Tentacruel attempts to catch prey. Use caution."
