Game,Flavor Text
diamond,"To eat, it deftly shucks nuts with its two tails. It rarely uses its arms now."
pearl,"They work in large colonies and make rings by linking their tails, apparently in friendship."
platinum,"Split into two, the tails are so adept at handling and doing things, AMBIPOM rarely uses its hands."
heartgold,They live on large trees. They are said to communicate by connecting their tails to those of others.
soulsilver,It is very difficult to dodge the consecutive strikes of its two tails.
black,"Split into two, the tails are so adept at handling and doing things, Ambipom rarely uses its hands."
white,"Split into two, the tails are so adept at handling and doing things, Ambipom rarely uses its hands."
black-2,"Split into two, the tails are so adept at handling and doing things, Ambipom rarely uses its hands."
white-2,"Split into two, the tails are so adept at handling and doing things, Ambipom rarely uses its hands."
x,"They work in large colonies and make rings by linking their tails, apparently in friendship."
y,"To eat, it deftly shucks nuts with its two tails. It rarely uses its arms now."
omega-ruby,"They work in large colonies and make rings by linking their tails, apparently in friendship."
alpha-sapphire,"To eat, it deftly shucks nuts with its two tails. It rarely uses its arms now."
ultra-sun,"In their search for comfortable trees, they get into territorial disputes with groups of Passimian. They win about half the time."
ultra-moon,"It uses its tails for everything. If it wraps both of its tails around you and gives you a squeeze, that’s proof it really likes you."
legends-arceus,"To affirm their kinship, members of this species will form a ring by linking their newly doubled tails together. On rare occasions, humans have been accepted into such rings."
