Game,Flavor Text
black,"When attacked, they create an electric barrier by spitting out many electrically charged threads."
white,"They employ an electrically charged web to trap their prey. While it is immobilized by shock, they leisurely consume it."
black-2,It creates barriers from electrified silk that stun foes. This works as a weapon as well as a defense.
white-2,It creates barriers from electrified silk that stun foes. This works as a weapon as well as a defense.
x,"They employ an electrically charged web to trap their prey. While it is immobilized by shock, they leisurely consume it."
y,"When attacked, they create an electric barrier by spitting out many electrically charged threads."
omega-ruby,"They employ an electrically charged web to trap their prey. While it is immobilized by shock, they leisurely consume it."
alpha-sapphire,"When attacked, they create an electric barrier by spitting out many electrically charged threads."
sword,It launches electrified fur from its abdomen as its means of attack. Opponents hit by the fur could be in for three full days and nights of paralysis.
shield,"It lays traps of electrified threads near the nests of bird Pokémon, aiming to snare chicks that are not yet good at flying."
