Game,Flavor Text
y,Their wings are too tiny to allow them to fly. They guard their posteriors with bones that were gathered by Mandibuzz.
black,"Its wings are too tiny to allow it to fly. As the time approaches for it to evolve, it discards the bones it was wearing."
white,They tend to guard their posteriors with suitable bones they have found. They pursue weak Pokémon.
black-2,Their wings are too tiny to allow them to fly. They guard their posteriors with bones that were gathered by Mandibuzz.
white-2,Their wings are too tiny to allow them to fly. They guard their posteriors with bones that were gathered by Mandibuzz.
x,"Its wings are too tiny to allow it to fly. As the time approaches for it to evolve, it discards the bones it was wearing."
omega-ruby,"Its wings are too tiny to allow it to fly. As the time approaches for it to evolve, it discards the bones it was wearing."
alpha-sapphire,Their wings are too tiny to allow them to fly. They guard their posteriors with bones that were gathered by Mandibuzz.
sun,"It protects its plump posterior with the bones of prey it has consumed. As it grows, it  replaces the bones."
moon,"It can’t fly yet and must wait until its wings have developed more. Since it’s still at a playful age, it hops around friskily."
ultra-sun,"Mandibuzz gives it the bones it wears. Vullaby’s wings are short, so it can’t fly yet, but it jumps around, dreaming of wide open skies."
ultra-moon,Its healthy appetite leads to visible growth spurts. It often has to replace the bones it wears as its size increases.
sword,It wears a bone to protect its rear. It often squabbles with others of its kind over particularly comfy bones.
shield,Vullaby grow quickly. Bones that have gotten too small for older Vullaby to wear often get passed down to younger ones in the nest.
