Game,Flavor Text
black,"When they vibrate the bumps on their heads, they can make waves in water or earthquake-like vibrations on land."
white,"It lives in the water and on land. It uses its long, sticky tongue to capture prey."
black-2,"It lives in the water and on land. It uses its long, sticky tongue to immobilize its opponents."
white-2,"It lives in the water and on land. It uses its long, sticky tongue to immobilize its opponents."
x,"When they vibrate the bumps on their heads, they can make waves in water or earthquake-like vibrations on land."
y,"It lives in the water and on land. It uses its long, sticky tongue to immobilize its opponents."
omega-ruby,"When they vibrate the bumps on their heads, they can make waves in water or earthquake-like vibrations on land."
alpha-sapphire,"It lives in the water and on land. It uses its long, sticky tongue to immobilize its opponents."
sword,"It weakens its prey with sound waves intense enough to cause headaches, then entangles them with its sticky tongue."
shield,"On occasion, their cries are sublimely pleasing to the ear. Palpitoad with larger lumps on their bodies can sing with a wider range of sounds."
