Game,Flavor Text
diamond,Implements shaped like it were discovered in ancient tombs. It is unknown if they are related.
pearl,"X-ray photos were taken to check its body structure. Nothing appeared, however."
platinum,There are researchers who believe this Pokémon reflected like a mirror in the distant past.
heartgold,Ancient people believed that the pattern on BRONZOR’s back contained a mysterious power.
soulsilver,Ancient people believed that the pattern on BRONZOR’s back contained a mysterious power.
black,There are researchers who believe this Pokémon reflected like a mirror in the distant past.
white,There are researchers who believe this Pokémon reflected like a mirror in the distant past.
black-2,They are found in ancient tombs. The patterns on their backs are said to be imbued with mysterious power.
white-2,They are found in ancient tombs. The patterns on their backs are said to be imbued with mysterious power.
x,Ancient people believed that the pattern on Bronzor’s back contained a mysterious power.
y,Implements shaped like it were discovered in ancient tombs. It is unknown if they are related.
omega-ruby,Ancient people believed that the pattern on Bronzor’s back contained a mysterious power.
alpha-sapphire,Implements shaped like it were discovered in ancient tombs. It is unknown if they are related.
sword,"It appears in ancient ruins. The pattern on its body doesn’t come from any culture in the Galar region, so it remains shrouded in mystery."
shield,"Polishing Bronzor to a shine makes its surface reflect the truth, according to common lore. Be that as it may, Bronzor hates being polished."
legends-arceus,Floats using a mysterious energy. The pattern engraved upon its back is held as sacred and can sometimes be found in imagery from ancient cemeteries and other such timeworn places.
