Game,Flavor Text
red,"Its muscular body is so powerful, it must wear a power save belt to be able to regulate its motions."
blue,"Its muscular body is so powerful, it must wear a power save belt to be able to regulate its motions."
yellow,"The belt around its waist holds back its energy. Without it, this POKéMON would be unstoppable."
gold,"It always goes at its full power, but this very tough and durable POKéMON never gets tired."
silver,"The muscles cover­ ing its body teem with power. Even when still, it exudes an amazing sense of strength."
crystal,This tough POKéMON always stays in the zone. Its muscles become thicker after every battle.
ruby,"MACHOKE’s thoroughly toned muscles possess the hardness of steel. This POKéMON has so much strength, it can easily hold aloft a sumo wrestler on just one finger."
sapphire,"MACHOKE undertakes bodybuilding every day even as it helps people with tough, physically demanding labor. On its days off, this POKéMON heads to the fields and mountains to exercise and train."
emerald,"A belt is worn by a MACHOKE to keep its overwhelming power under control. Because it is so dangerous, no one has ever removed the belt."
firered,Its formidable body never gets tired. It helps people by doing work such as the moving of heavy goods.
leafgreen,"Its muscular body is so powerful, it must wear a power-save belt to be able to regulate its motions."
diamond,"MACHOKE’s boundless power is very dangerous, so it wears a belt that suppresses its energy."
pearl,"It can lift a dump truck with one hand. Using that power, it helps people with heavy jobs."
platinum,It happily carries heavy cargo to toughen up. It willingly does hard work for people.
heartgold,"It always goes at its full power, but this very tough and durable Pokémon never gets tired."
soulsilver,"The muscles covering its body teem with power. Even when still, it exudes an amazing sense of strength."
black,It happily carries heavy cargo to toughen up. It willingly does hard work for people.
white,It happily carries heavy cargo to toughen up. It willingly does hard work for people.
black-2,It happily carries heavy cargo to toughen up. It willingly does hard work for people.
white-2,It happily carries heavy cargo to toughen up. It willingly does hard work for people.
x,"Its muscular body is so powerful, it must wear a power-save belt to be able to regulate its motions."
y,"It can lift a dump truck with one hand. Using that power, it helps people with heavy jobs."
omega-ruby,"Machoke’s thoroughly toned muscles possess the hardness of steel. This Pokémon has so much strength, it can easily hold aloft a sumo wrestler on just one finger."
alpha-sapphire,"Machoke undertakes bodybuilding every day even as it helps people with tough, physically demanding labor. On its days off, this Pokémon heads to the fields and mountains to exercise and train."
sun,"As a result of its continual workouts, it has developed tremendous power. It uses that power to help people with their work."
moon,It willingly assists with hard labor because it knows the work is good training for its muscles.
ultra-sun,"When it encounters an enemy that’s truly mighty, this Pokémon removes the power-save belt from its waist and unleashes its full power."
ultra-moon,"A popular motif for sculptures, its incredibly well-developed muscles have captured the imagination of many an artist."
lets-go-pikachu,"The belt around its waist holds back its energy. Without it, this Pokémon would be unstoppable."
lets-go-eevee,"The belt around its waist holds back its energy. Without it, this Pokémon would be unstoppable."
sword,"Its muscular body is so powerful, it must wear a power-save belt to be able to regulate its motions."
shield,Its formidable body never gets tired. It helps people by doing work such as the moving of heavy goods.
legends-arceus,A sturdy creature boasting a robust physique and boundless stamina. Loves training above all else and voluntarily assists with tasks such as construction and clearing land.
