Game,Flavor Text
red,"As it grows, the stone portions of its body harden to become similar to a diamond, but colored black."
blue,"As it grows, the stone portions of its body harden to become similar to a diamond, but colored black."
yellow,Burrows at high speed in search of food. The tunnels it leaves are used as homes by DIGLETTs.
gold,It twists and squirms through the ground. The thunderous roar of its tunneling echoes a long way.
silver,"It rapidly bores through the ground at 50 mph by squirming and twisting its mas­ sive, rugged body."
crystal,"As it digs through the ground, it absorbs many hard objects. This is what makes its body so solid."
ruby,"ONIX has a magnet in its brain. It acts as a compass so that this POKéMON does not lose direction while it is tunneling. As it grows older, its body becomes increasingly rounder and smoother."
sapphire,"ONIX has a magnet in its brain. It acts as a compass so that this POKéMON does not lose direction while it is tunneling. As it grows older, its body becomes increasingly rounder and smoother."
emerald,"There is a magnet in its brain that prevents an ONIX from losing direction while tunneling. As it grows older, its body becomes steadily rounder and smoother."
firered,It usually lives underground. It searches for food while boring its way through the ground at 50 miles per hour.
leafgreen,"As it grows, the stone portions of its body harden to become similar to black-colored diamonds."
diamond,"When it travels underground, it causes rumbling and tremors. It can move at 50 mph."
pearl,It squirms through the ground using its long and rugged body. It always eats while burrowing.
platinum,It burrows through the ground at a speed of 50 mph while feeding on large boulders. 
heartgold,It twists and squirms through the ground. The thunderous roar of its tunneling echoes a long way.
soulsilver,"It rapidly bores through the ground at 50 mph by squirming and twisting its massive, rugged body."
black,It burrows through the ground at a speed of 50 mph while feeding on large boulders.
white,It burrows through the ground at a speed of 50 mph while feeding on large boulders.
black-2,"Opening its large mouth, it ingests massive amounts of soil and creates long tunnels."
white-2,"Opening its large mouth, it ingests massive amounts of soil and creates long tunnels."
x,Burrows at high speed in search of food. The tunnels it leaves are used as homes by Diglett.
y,It usually lives underground. It searches for food while boring its way through the ground at 50 miles per hour.
omega-ruby,"Onix has a magnet in its brain. It acts as a compass so that this Pokémon does not lose direction while it is tunneling. As it grows older, its body becomes increasingly rounder and smoother."
alpha-sapphire,"Onix has a magnet in its brain. It acts as a compass so that this Pokémon does not lose direction while it is tunneling. As it grows older, its body becomes increasingly rounder and smoother."
lets-go-pikachu,Burrows at high speed in search of food. The tunnels it leaves are used as homes by Diglett.
lets-go-eevee,Burrows at high speed in search of food. The tunnels it leaves are used as homes by Diglett.
sword,"As it digs through the ground, it absorbs many hard objects. This is what makes its body so solid."
shield,"It rapidly bores through the ground at 50 mph by squirming and twisting its massive, rugged body."
legends-arceus,"This chain of immense stones resembles a giant serpent. Tremors shake the earth above as it burrows deep beneath the ground, feeding on boulders as it goes."
