Game,Flavor Text
red,The protruding horn on its head is very hard. It is used for bashing through thick ice.
blue,The protruding horn on its head is very hard. It is used for bashing through thick ice.
yellow,Loves freezing cold conditions. Relishes swimming in a frigid cli­ mate of around 14F degrees.
gold,"Although it can't walk well on land, it is a graceful swimmer. It espe­ cially loves being in frigid seas."
silver,"In daytime, it is often found asleep on the seabed in shallow waters. Its nostrils close while it swims."
crystal,The light blue fur that covers it keeps it protected against the cold. It loves iceberg- filled oceans.
ruby,"SEEL hunts for prey in the frigid sea underneath sheets of ice. When it needs to breathe, it punches a hole through the ice with the sharply protruding section of its head."
sapphire,"SEEL hunts for prey in the frigid sea underneath sheets of ice. When it needs to breathe, it punches a hole through the ice with the sharply protruding section of its head."
emerald,"SEEL hunt for prey in frigid, ice-covered seas. When it needs to breathe, it punches a hole through the ice with the sharply protruding section of its head."
firered,"Covered with light blue fur, its hide is thick and tough. It is active in bitter cold of minus 40 degrees Fahrenheit."
leafgreen,The protruding horn on its head is very hard. It is used for bashing through thick icebergs.
diamond,A Pokémon that lives on icebergs. It swims in the sea using the point on its head to break up ice.
pearl,A Pokémon that lives on icebergs. It swims in the sea using the point on its head to break up ice.
platinum,A Pokémon that lives on icebergs. It swims in the sea using the point on its head to break up ice.
heartgold,"Although it can’t walk well on land, it is a graceful swimmer. It especially loves being in frigid seas."
soulsilver,"In daytime, it is often found asleep on the seabed in shallow waters. Its nostrils close while it swims."
black,A Pokémon that lives on icebergs. It swims in the sea using the point on its head to break up ice.
white,A Pokémon that lives on icebergs. It swims in the sea using the point on its head to break up ice.
black-2,"The colder it gets, the better it feels. It joyfully swims around oceans so cold that they are filled with floating ice."
white-2,"The colder it gets, the better it feels. It joyfully swims around oceans so cold that they are filled with floating ice."
x,A Pokémon that lives on icebergs. It swims in the sea using the point on its head to break up ice.
y,"Covered with light blue fur, its hide is thick and tough. It is active in bitter cold of -40 degrees Fahrenheit."
omega-ruby,"Seel hunts for prey in the frigid sea underneath sheets of ice. When it needs to breathe, it punches a hole through the ice with the sharply protruding section of its head."
alpha-sapphire,"Seel hunts for prey in the frigid sea underneath sheets of ice. When it needs to breathe, it punches a hole through the ice with the sharply protruding section of its head."
ultra-sun,It has always been supposed that Seel live only in cold seas. Their having shown up in Alola is a mystery.
ultra-moon,"Thanks to its thick fat, cold seas don’t bother it at all, but it gets tired pretty easily in warm waters."
lets-go-pikachu,Loves freezing-cold conditions. Relishes swimming in a frigid climate of around 14 degrees Fahrenheit.
lets-go-eevee,Loves freezing-cold conditions. Relishes swimming in a frigid climate of around 14 degrees Fahrenheit.
