Game,Flavor Text
ruby,"LUDICOLO begins dancing as soon as it hears cheerful, festive music. This POKéMON is said to appear when it hears the singing of children on hiking outings."
sapphire,"Upon hearing an upbeat and cheerful rhythm, the cells in LUDICOLO’s body become very energetic and active. Even in battle, this POKéMON will exhibit an amazing amount of power."
emerald,"When it hears festive music, all the cells in its body become stimulated, and it begins moving in rhythm. It does not quail even when it faces a tough opponent."
firered,"The rhythm of bright, festive music activates LUDICOLO’s cells, making it more powerful."
leafgreen,"The rhythm of bright, festive music activates LUDICOLO’s cells, making it more powerful."
diamond,"If it hears festive music, all its muscles fill with energy. It can’t help breaking out into a dance."
pearl,"If it hears festive music, all its muscles fill with energy. It can’t help breaking out into a dance."
platinum,"If it hears festive music, all its muscles fill with energy. It can’t help breaking out into a dance."
heartgold,"If it hears festive music, it begins moving in rhythm in order to amplify its power."
soulsilver,"If it hears festive music, it begins moving in rhythm in order to amplify its power."
black,"If it hears festive music, all its muscles fill with energy. It can’t help breaking out into a dance."
white,"If it hears festive music, all its muscles fill with energy. It can’t help breaking out into a dance."
black-2,"If it hears festive music, all its muscles fill with energy. It can’t help breaking out into a dance."
white-2,"If it hears festive music, all its muscles fill with energy. It can’t help breaking out into a dance."
x,"If it hears festive music, all its muscles fill with energy. It can’t help breaking out into a dance."
y,"The rhythm of bright, festive music activates Ludicolo’s cells, making it more powerful."
omega-ruby,"Ludicolo begins dancing as soon as it hears cheerful, festive music. This Pokémon is said to appear when it hears the singing of children on hiking outings."
alpha-sapphire,"Upon hearing an upbeat and cheerful rhythm, the cells in Ludicolo’s body become very energetic and active. Even in battle, this Pokémon will exhibit an amazing amount of power."
sword,"The rhythm of bright, festive music activates Ludicolo’s cells, making it more powerful."
shield,"If it hears festive music, it begins moving in rhythm in order to amplify its power."
