Game,Flavor Text
black,Groups of them beat up anything that enters their territory. Each can spit acidic liquid from its mouth.
white,It can smash concrete blocks with its kicking attacks. The one with the biggest crest is the group leader.
black-2,"It pulls up its shed skin to protect itself while it kicks. The bigger the crest, the more respected it is."
white-2,"It pulls up its shed skin to protect itself while it kicks. The bigger the crest, the more respected it is."
x,"It pulls up its shed skin to protect itself while it kicks. The bigger the crest, the more respected it is."
y,It can smash concrete blocks with its kicking attacks. The one with the biggest crest is the group leader.
omega-ruby,"It pulls up its shed skin to protect itself while it kicks. The bigger the crest, the more respected it is."
alpha-sapphire,It can smash concrete blocks with its kicking attacks. The one with the biggest crest is the group leader.
ultra-sun,"This Pokémon may be rude, but it takes very good care of its family, its friends, and its turf."
ultra-moon,It taunts its opponents by spitting. It has a certain territory that it never leaves its whole life long.
sword,"As halfhearted as this Pokémon’s kicks may seem, they pack enough power to shatter Conkeldurr’s concrete pillars."
shield,"While mostly known for having the temperament of an aggressive ruffian, this Pokémon takes very good care of its family, friends, and territory."
