Game,Flavor Text
black,It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control.
white,It is said that Golurk were ordered to protect people and Pokémon by the ancient people who made them.
black-2,Golurk were created to protect people and Pokémon. They run on a mysterious energy.
white-2,Golurk were created to protect people and Pokémon. They run on a mysterious energy.
x,It is said that Golurk were ordered to protect people and Pokémon by the ancient people who made them.
y,It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control.
omega-ruby,It is said that Golurk were ordered to protect people and Pokémon by the ancient people who made them.
alpha-sapphire,It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control.
ultra-sun,Some say that ancient people invented Golurk to serve as a laborer. It follows its master’s orders faithfully.
ultra-moon,"When the seal on its chest is removed, it rages indiscriminately, turning the whole town around it into a mountain of rubble."
sword,Artillery platforms built into the walls of ancient castles served as perches from which Golurk could fire energy beams.
shield,"There’s a theory that inside Golurk is a perpetual motion machine that produces limitless energy, but this belief hasn’t been proven."
