Game,Flavor Text
diamond,"Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air."
pearl,"Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air."
platinum,"It basically does not fight. With cells similar to those of plants, it can perform photosynthesis."
heartgold,"When you see LEAFEON asleep in a patch of sunshine, you’ll know it is using photosynthesis to produce clean air."
soulsilver,"When you see LEAFEON asleep in a patch of sunshine, you’ll know it is using photosynthesis to produce clean air."
black,"It basically does not fight. With cells similar to those of plants, it can perform photosynthesis."
white,"It basically does not fight. With cells similar to those of plants, it can perform photosynthesis."
black-2,"With cells similar to those of plants, it performs photosynthesis inside its body and creates pure air."
white-2,"With cells similar to those of plants, it performs photosynthesis inside its body and creates pure air."
x,"When you see Leafeon asleep in a patch of sunshine, you’ll know it is using photosynthesis to produce clean air."
y,"Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air."
omega-ruby,"When you see Leafeon asleep in a patch of sunshine, you’ll know it is using photosynthesis to produce clean air."
alpha-sapphire,"Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air."
sun,Its cellular composition is closer to that of a plant than an animal. It uses photosynthesis to produce its energy supply without eating food.
moon,"The younger they are, the more they smell like fresh grass. With age, their fragrance takes on the odor of fallen leaves."
ultra-sun,"Although it doesn’t like disputes, it will sharpen the leaf on its tail into a blade and fight if it has to protect its friends."
ultra-moon,It gets its nutrition from photosynthesis. It lives a quiet life deep in forests where clean rivers flow.
sword,Galarians favor the distinctive aroma that drifts from this Pokémon’s leaves. There’s a popular perfume made using that scent.
shield,"This Pokémon’s tail is blade sharp, with a fantastic cutting edge that can slice right though large trees."
legends-arceus,"Cells similar to those of plants have been found in its fur. Its hard tail can fell a large tree with one stroke, and the tail's sharpness exceeds even that of a sword crafted by a master."
