Game,Flavor Text
black,This Pokémon is so muscular and strongly built that even a group of wrestlers could not make it budge an inch.
white,They strengthen their bodies by carrying steel beams. They show off their big muscles to their friends.
black-2,"With strengthened bodies, they skillfully wield steel beams to take down buildings."
white-2,"With strengthened bodies, they skillfully wield steel beams to take down buildings."
x,"With strengthened bodies, they skillfully wield steel beams to take down buildings."
y,This Pokémon is so muscular and strongly built that even a group of wrestlers could not make it budge an inch.
omega-ruby,"With strengthened bodies, they skillfully wield steel beams to take down buildings."
alpha-sapphire,This Pokémon is so muscular and strongly built that even a group of wrestlers could not make it budge an inch.
sword,"It shows off its muscles to Machoke and other Gurdurr. If it fails to measure up to the other Pokémon, it lies low for a little while."
shield,"Gurdurr excels at demolition—construction is not its forte. In any case, there’s skill in the way this Pokémon wields its metal beam."
