Game,Flavor Text
red,A POKéMON that was resurrected from a fossil found in what was once the ocean floor eons ago.
blue,A POKéMON that was resurrected from a fossil found in what was once the ocean floor eons ago.
yellow,A POKéMON that was recovered from a fossil. It uses the eyes on its back while hiding on the sea floor.
gold,"On rare occasions, some have been found as fossils which they became while hiding on the ocean floor."
silver,"This POKéMON lived in ancient times. On rare occasions, it has been discovered as a living fossil."
crystal,"Three hundred million years ago, it hid on the sea floor. It also has eyes on its back that glow."
ruby,"KABUTO is a POKéMON that has been regenerated from a fossil. However, in extremely rare cases, living examples have been discovered. The POKéMON has not changed at all for 300 million years."
sapphire,"KABUTO is a POKéMON that has been regenerated from a fossil. However, in extremely rare cases, living examples have been discovered. The POKéMON has not changed at all for 300 million years."
emerald,"It is a POKéMON that has been regenerated from a fossil. However, in rare cases, living examples have been discovered. KABUTO have not changed for 300 million years."
firered,This POKéMON was regenerated from the fossil of an ancient creature. It protects itself with a hard shell.
leafgreen,A POKéMON that was regenerated from a fossil found in what was once the ocean floor long ago.
diamond,It is thought to have inhabited beaches 300 million years ago. It is protected by a stiff shell.
pearl,It is thought to have inhabited beaches 300 million years ago. It is protected by a stiff shell.
platinum,It is thought to have inhabited beaches 300 million years ago. It is protected by a stiff shell.
heartgold,"On rare occasions, some have been found as fossils which they became while hiding on the ocean floor."
soulsilver,"This Pokémon lived in ancient times. On rare occasions, it has been discovered as a living fossil."
black,It is thought to have inhabited beaches 300 million years ago. It is protected by a stiff shell.
white,It is thought to have inhabited beaches 300 million years ago. It is protected by a stiff shell.
black-2,It is thought to have inhabited beaches 300 million years ago. It is protected by a stiff shell.
white-2,It is thought to have inhabited beaches 300 million years ago. It is protected by a stiff shell.
x,It is thought to have inhabited beaches 300 million years ago. It is protected by a stiff shell.
y,This Pokémon was regenerated from the fossil of an ancient creature. It protects itself with a hard shell.
omega-ruby,"Kabuto is a Pokémon that has been regenerated from a fossil. However, in extremely rare cases, living examples have been discovered. The Pokémon has not changed at all for 300 million years."
alpha-sapphire,"Kabuto is a Pokémon that has been regenerated from a fossil. However, in extremely rare cases, living examples have been discovered. The Pokémon has not changed at all for 300 million years."
ultra-sun,This Pokémon thrived 300 million years ago. It’s said that living specimens can still be seen in a certain region—a rare sight.
ultra-moon,"This Pokémon became extinct everywhere, except in a few areas. It protects itself with its hard shell."
lets-go-pikachu,A Pokémon that was recovered from a fossil. It used the eyes on its back while hiding on the seafloor.
lets-go-eevee,A Pokémon that was recovered from a fossil. It used the eyes on its back while hiding on the seafloor.
sword,"This species is almost entirely extinct. Kabuto molt every three days, making their shells harder and harder."
shield,"While some say this species has gone extinct, Kabuto sightings are apparently fairly common in some places."
